seqnames	start	end	width	strand	Conc	Conc_MB6	Conc_Ctrl	Fold	p.value	FDR	NearestGene	DistanceToNearest
chr6	38681496	38681989	494	*	5.81	6.07	5.49	0.59	0.00103	0.0446	RP3-503A6.2	0
chr3	51975658	51976573	916	*	7.86	8.16	7.49	0.66	0.00104	0.0448	RRP9; PARP3	0
chr10	79793330	79794062	733	*	6.88	7.08	6.64	0.44	0.00104	0.0448	RPS24	0
chr6	52859469	52860443	975	*	7.25	7.44	7.04	0.4	0.00104	0.0448	GSTA4; RN7SK	0
chr1	235291709	235292571	863	*	7.8	8.02	7.54	0.48	0.00104	0.0448	TOMM20	0
chr17	5185110	5186134	1025	*	5.97	6.28	5.56	0.72	0.00104	0.0448	RABEP1	0
chr16	84651245	84652167	923	*	6.95	7.26	6.55	0.71	0.00104	0.045	COTL1	0
chr6	45345033	45346237	1205	*	8.38	8.65	8.04	0.61	0.00104	0.045	SUPT3H; RUNX2	0
chr7	50894434	50894906	473	*	5.87	6.13	5.56	0.56	0.00105	0.0451	AC004920.3	12153
chr4	34847120	34847468	349	*	2.86	1.94	3.41	-1.47	0.00105	0.0451	snoU13	120394
chr8	46841585	46841776	192	*	2.71	3.35	1.51	1.84	0.00105	0.0451	AC113134.1	330405
chr5	110176080	110176689	610	*	5.85	5.48	6.14	-0.67	0.00105	0.0451	CTD-2026D23.1	67293
chr3	164927889	164928210	322	*	3.44	2.63	3.95	-1.33	0.00105	0.0451	RP11-85M11.2	0
chr1	176175527	176177039	1513	*	8.85	9.04	8.62	0.42	0.00105	0.0451	RFWD2; RP11-195C7.1	0
chr11	118977575	118978657	1083	*	6.67	6.91	6.38	0.54	0.00105	0.0452	DPAGT1; C2CD2L	0
chr11	101088807	101089108	302	*	2.91	1.77	3.53	-1.76	0.00105	0.0452	RP11-788M5.3	8485
chr19	9785374	9786141	768	*	5.43	5.74	5.05	0.69	0.00105	0.0452	ZNF562	0
chr13	94834518	94835019	502	*	5.08	4.65	5.42	-0.77	0.00105	0.0452	GPC6; GPC6-AS1	0
chr9	127702834	127703986	1153	*	6.99	7.26	6.66	0.59	0.00105	0.0452	GOLGA1	0
chr12	25538275	25539639	1365	*	7.37	7.6	7.09	0.51	0.00106	0.0452	RNU4-67P	17582
chr20	50114610	50114976	367	*	4.08	4.51	3.47	1.04	0.00106	0.0453	NFATC2	0
chr11	64512397	64512877	481	*	5.53	5.87	5.08	0.79	0.00106	0.0453	RASGRP2	0
chr19	10305079	10306087	1009	*	6.42	6.72	6.05	0.67	0.00106	0.0453	DNMT1	0
chr19	55727725	55728771	1047	*	6.06	6.41	5.59	0.82	0.00106	0.0453	CTD-2587H24.10	0
chr1	183604309	183605620	1312	*	7.77	8.05	7.43	0.62	0.00106	0.0453	ARPC5; RGL1	0
chr17	27077138	27077444	307	*	3.85	4.31	3.19	1.12	0.00106	0.0453	TRAF4	0
chr16	30933659	30934926	1268	*	8.15	8.44	7.78	0.66	0.00106	0.0453	FBXL19-AS1; FBXL19	0
chr19	14201449	14202411	963	*	5.98	6.3	5.56	0.74	0.00107	0.0455	SAMD1	0
chr6	31926456	31927196	741	*	6.47	6.71	6.18	0.52	0.00107	0.0455	NELFE; SKIV2L	0
chr3	55194235	55195060	826	*	6.01	6.27	5.7	0.57	0.00107	0.0455	RP11-889D3.1	5877
chrX	70502918	70504014	1097	*	6.53	6.77	6.24	0.53	0.00107	0.0455	NONO	0
chr19	47759478	47760754	1277	*	7.56	7.95	7.03	0.93	0.00107	0.0455	CCDC9	0
chr3	126194104	126195460	1357	*	7.56	7.84	7.2	0.64	0.00107	0.0455	ZXDC	0
chr8	95084041	95084793	753	*	5.89	6.15	5.58	0.57	0.00107	0.0456	KB-1184D12.1	25198
chr11	62574050	62574624	575	*	5.45	5.75	5.07	0.68	0.00107	0.0456	STX5	0
chr15	98690504	98691102	599	*	5.57	5.16	5.88	-0.72	0.00108	0.0457	CTD-2544M6.1	0
chr8	41386170	41387042	873	*	8.17	8.41	7.87	0.54	0.00108	0.0457	GINS4	0
chr17	36584290	36585636	1347	*	5.79	6.07	5.43	0.65	0.00108	0.0457	ARHGAP23	0
chr2	39888040	39888443	404	*	3.18	2.31	3.73	-1.42	0.00108	0.0457	AC007246.3	0
chr1	155715078	155715628	551	*	5.98	6.24	5.67	0.57	0.00108	0.0458	MSTO1; MSTO2P	0
chr1	567472	567816	345	*	6.82	7.15	6.4	0.75	0.00108	0.0459	RP5-857K21.4; hsa-mir-6723	0
chr15	66678773	66679788	1016	*	6.75	7.02	6.43	0.59	0.00109	0.046	TIPIN; MAP2K1	0
chr19	39902821	39903534	714	*	6.61	6.94	6.17	0.77	0.00109	0.046	PLEKHG2	0
chr15	57066579	57066961	383	*	4.21	3.63	4.62	-1	0.00109	0.0461	ZNF280D	0
chr11	65547436	65547883	448	*	5.09	5.43	4.66	0.77	0.00109	0.0462	AP5B1	0
chr12	51441572	51442273	702	*	6.45	6.7	6.16	0.54	0.00109	0.0462	LETMD1	0
chr17	18086182	18087546	1365	*	7.33	7.61	6.97	0.64	0.00109	0.0462	RP11-258F1.1; ALKBH5	0
chr18	61694464	61695123	660	*	4.72	5.09	4.22	0.87	0.0011	0.0462	SERPINB8	22186
chr6	100159204	100159707	504	*	4.19	3.51	4.64	-1.13	0.0011	0.0463	Y_RNA	68981
chr20	30147915	30148357	443	*	5.01	5.36	4.55	0.82	0.0011	0.0463	HM13	0
chr15	65133480	65134436	957	*	6.55	6.9	6.08	0.82	0.0011	0.0464	AC069368.3; PLEKHO2	0
chr8	132868840	132869505	666	*	5.81	6.09	5.45	0.64	0.0011	0.0464	EFR3A	46829
chr19	633216	633841	626	*	6.03	6.35	5.61	0.74	0.0011	0.0464	POLRMT	0
chr16	28857357	28858178	822	*	6.77	7.02	6.46	0.57	0.00111	0.0464	TUFM; SH2B1	0
chr11	65419686	65420820	1135	*	6.52	6.9	6	0.9	0.00111	0.0464	RELA	246
chr8	111707775	111708045	271	*	3.03	1.98	3.64	-1.66	0.00111	0.0464	RP11-238I10.1	63152
chr15	41708864	41710003	1140	*	6.54	6.85	6.15	0.7	0.00111	0.0464	RTF1	0
chr22	50311696	50312569	874	*	6.84	7.11	6.5	0.6	0.00111	0.0464	ALG12; CRELD2	0
chr2	240387223	240387648	426	*	4.49	4.87	3.98	0.9	0.00111	0.0464	AC062017.1	63165
chr19	1592160	1593282	1123	*	7.01	7.38	6.5	0.88	0.00111	0.0464	MBD3; UQCR11	0
chr7	151216134	151216654	521	*	5.97	6.27	5.61	0.66	0.00111	0.0464	RHEB	0
chr19	2096102	2097220	1119	*	7.39	7.75	6.91	0.83	0.00111	0.0464	MOB3A; IZUMO4	0
chr12	13349309	13349826	518	*	4.24	4.65	3.65	1	0.00111	0.0464	EMP1	0
chr5	110170673	110171034	362	*	3.2	2.16	3.81	-1.65	0.00111	0.0466	SLC25A46	69816
chr2	4454867	4455374	508	*	5.65	5.3	5.93	-0.63	0.00112	0.0466	NPM1P48	106419
chr5	30725173	30725600	428	*	4.08	3.49	4.5	-1.01	0.00112	0.0467	RPL19P11	328071
chr16	47538654	47538869	216	*	4.3	4.68	3.77	0.91	0.00112	0.0467	PHKB	0
chr13	44906667	44907129	463	*	3.04	2.16	3.58	-1.42	0.00112	0.0467	SERP2	40671
chr2	96931390	96932361	972	*	7.4	7.64	7.12	0.52	0.00112	0.0468	TMEM127; CIAO1	0
chr16	68562553	68562906	354	*	4.06	4.48	3.46	1.01	0.00112	0.0468	ZFP90	1086
chr1	145455155	145455814	660	*	6.2	6.44	5.92	0.52	0.00112	0.0468	POLR3GL	421
chr5	42950595	42952171	1577	*	7.19	7.37	6.99	0.38	0.00113	0.0469	CTD-2201E18.1	20554
chr5	179247536	179248942	1407	*	7.45	7.76	7.06	0.7	0.00113	0.0469	SQSTM1	0
chr12	56114646	56115266	621	*	6.38	6.63	6.06	0.57	0.00113	0.0469	RP11-644F5.10; RDH5	0
chr14	82453613	82454033	421	*	3.42	2.57	3.94	-1.37	0.00113	0.047	RP11-666E17.1	0
chr2	150095560	150095956	397	*	2.84	1.76	3.45	-1.69	0.00113	0.047	LYPD6B	23784
chr6	107780096	107781683	1588	*	8.2	8.44	7.92	0.51	0.00113	0.0471	PDSS2	0
chr10	12541613	12541965	353	*	3.06	2.01	3.66	-1.65	0.00114	0.0471	CAMK1D	0
chr8	108356408	108356802	395	*	4.12	3.53	4.55	-1.02	0.00114	0.0472	ANGPT1	0
chr10	70883197	70884403	1207	*	7.65	7.94	7.3	0.64	0.00114	0.0472	VPS26A	0
chr1	150206835	150207373	539	*	5.41	5.72	5.03	0.69	0.00114	0.0472	ANP32E	0
chr17	73401158	73402096	939	*	6.44	6.76	6.04	0.73	0.00114	0.0473	GRB2	0
chr6	30687806	30688211	406	*	6.82	7.1	6.47	0.63	0.00114	0.0473	TUBB	0
chr3	53164155	53164868	714	*	5.88	6.13	5.57	0.56	0.00115	0.0474	RFT1	0
chr3	101405148	101405927	780	*	7.28	7.48	7.05	0.43	0.00115	0.0474	RPL24	0
chr6	36819383	36819852	470	*	4.26	3.6	4.71	-1.1	0.00115	0.0474	PPIL1	2750
chr2	70335858	70336335	478	*	4.59	4.98	4.05	0.94	0.00115	0.0474	AC016700.3	5506
chr18	30486890	30487226	337	*	4.01	3.32	4.47	-1.15	0.00115	0.0474	RP11-746B8.1	0
chr7	85260268	85260888	621	*	3.71	2.96	4.2	-1.24	0.00115	0.0475	AC092013.1	4440
chr8	8202206	8202584	379	*	5.11	4.69	5.44	-0.75	0.00115	0.0475	SGK223	0
chr12	121124010	121125235	1226	*	7.86	8.12	7.54	0.58	0.00115	0.0475	MLEC	0
chr10	23657837	23658111	275	*	2.17	0.84	2.84	-2	0.00115	0.0475	RP11-371A19.2	23727
chr12	87007163	87007625	463	*	3.19	2.11	3.8	-1.69	0.00116	0.0476	MGAT4C; RP11-202H2.1	0
chr20	9467911	9468131	221	*	2.67	1.68	3.26	-1.58	0.00116	0.0476	PLCB4	6022
chr6	26304972	26305904	933	*	6.76	6.96	6.54	0.42	0.00116	0.0477	HIST1H3PS1	16199
chr15	20877017	20877370	354	*	3.93	3.3	4.36	-1.06	0.00116	0.0477	NBEAP1	0
chr1	94312548	94313799	1252	*	7.31	7.54	7.05	0.49	0.00116	0.0477	BCAR3; RP4-561L24.3	0
chr17	40610591	40611084	494	*	4.97	5.31	4.52	0.79	0.00116	0.0477	ATP6V0A1	0
chr9	19229993	19231228	1236	*	8.02	8.22	7.78	0.45	0.00116	0.0477	DENND4C	0
chr8	84230072	84230599	528	*	5.51	5.14	5.81	-0.66	0.00117	0.0477	RP11-51M18.1	85393
chr16	2653152	2654038	887	*	5.78	6.05	5.45	0.6	0.00117	0.0477	PDPK1; AC141586.5	0
chr16	29801368	29802346	979	*	6.63	6.91	6.29	0.62	0.00117	0.0477	KIF22	0
chr1	234746416	234747169	754	*	8.24	8.52	7.9	0.62	0.00117	0.0477	IRF2BP2	1145
chr19	36119351	36120165	815	*	6.4	6.65	6.09	0.56	0.00117	0.0477	RBM42	0
chr9	115141758	115142787	1030	*	7.45	7.76	7.04	0.72	0.00117	0.0477	HSDL2	0
chr3	180629889	180631059	1171	*	8.59	8.75	8.4	0.34	0.00117	0.0477	FXR1	0
chr1	116519881	116520601	721	*	6.02	6.31	5.64	0.67	0.00117	0.0477	SLC22A15	0
chr6	34204256	34204755	500	*	5.83	6.18	5.36	0.83	0.00117	0.0477	HMGA1	0
chr12	16351739	16352263	525	*	5.78	5.42	6.07	-0.65	0.00117	0.0477	SLC15A5	0
chr17	79790528	79791412	885	*	7.08	7.4	6.65	0.75	0.00117	0.0477	FAM195B; PPP1R27	0
chr6	35699168	35700192	1025	*	6.92	7.15	6.65	0.51	0.00117	0.0477	RP3-510O8.4	1451
chrX	64742437	64743054	618	*	4.66	5.09	4.05	1.04	0.00117	0.0477	LAS1L	0
chr7	2271810	2272913	1104	*	6.58	6.82	6.3	0.52	0.00117	0.0477	MAD1L1	0
chr2	113239163	113240151	989	*	6.58	6.88	6.22	0.66	0.00117	0.0477	TTL	0
chr22	26752654	26752946	293	*	3.22	3.77	2.33	1.44	0.00117	0.0477	SEZ6L	0
chr21	38738094	38739445	1352	*	7.92	8.25	7.5	0.75	0.00118	0.048	AP001437.1; DYRK1A	0
chr1	203830331	203831167	837	*	7.19	7.43	6.91	0.51	0.00118	0.048	SNRPE	0
chr2	85788318	85789045	728	*	6.45	6.73	6.11	0.63	0.00118	0.0481	GGCX; VAMP8	0
chr7	38713367	38713821	455	*	4.77	5.14	4.26	0.88	0.00119	0.0482	FAM183B	11124
chr9	95857426	95858769	1344	*	8.59	8.92	8.15	0.78	0.00119	0.0482	RP11-274J16.5; C9orf89	0
chr6	82969054	82969511	458	*	5.48	5.11	5.77	-0.66	0.00119	0.0483	RP3-492P14.2	4201
chr16	451459	452194	736	*	6.47	6.81	6.02	0.79	0.00119	0.0483	NME4; DECR2	0
chr11	10530710	10531201	492	*	4.63	4.97	4.17	0.8	0.00119	0.0483	MTRNR2L8	0
chr19	42724151	42724729	579	*	6.07	6.33	5.77	0.56	0.00119	0.0484	DEDD2; ZNF526	0
chr15	66993082	66993989	908	*	6.92	7.24	6.52	0.72	0.0012	0.0485	SMAD6	576
chr4	163668653	163669079	427	*	2.95	1.98	3.52	-1.54	0.0012	0.0485	AC005150.1	5453
chr1	235491059	235492729	1671	*	8.87	9.11	8.58	0.53	0.0012	0.0485	ARID4B; GGPS1	0
chr18	23112976	23113710	735	*	3.88	3.24	4.32	-1.08	0.0012	0.0485	ZNF521	180822
chr20	60640390	60641713	1324	*	7.23	7.62	6.7	0.91	0.0012	0.0485	TAF4	0
chr17	72772224	72772811	588	*	5.84	6.17	5.4	0.77	0.0012	0.0485	NAT9; TMEM104	0
chr8	22446391	22446997	607	*	5.23	5.53	4.86	0.68	0.0012	0.0485	PDLIM2; AC037459.4	0
chr8	143781165	143781763	599	*	4.36	4.76	3.79	0.98	0.00121	0.0486	LY6K	0
chr9	100395183	100396426	1244	*	8.05	8.3	7.74	0.55	0.00121	0.0487	TSTD2; NCBP1	0
chr12	123717150	123718409	1260	*	7.58	7.84	7.26	0.59	0.00121	0.0487	MPHOSPH9; C12orf65	0
chr1	226850424	226851059	636	*	7.2	7.39	6.97	0.42	0.00121	0.0487	ITPKB; ITPKB-IT1	0
chr2	58714366	58714834	469	*	4.12	3.54	4.53	-1	0.00121	0.0487	AC007092.1	0
chr2	174888598	174889499	902	*	6.73	6.94	6.49	0.45	0.00121	0.0487	RP11-394I13.1	508
chr15	75229776	75230721	946	*	6.71	6.99	6.38	0.61	0.00121	0.0488	COX5A	0
chr7	31173920	31174561	642	*	5.19	5.51	4.78	0.73	0.00121	0.0488	AC006466.5	14734
chr8	43838596	43838809	214	*	4.1	4.51	3.52	0.99	0.00122	0.0489	RP11-643N23.1	308862
chr5	10543734	10544094	361	*	4.59	4.08	4.97	-0.89	0.00122	0.0489	AC112200.1	1927
chr8	86194589	86194892	304	*	3.84	3.13	4.31	-1.18	0.00122	0.0489	CA13	0
chr12	50134926	50136100	1175	*	7.34	7.61	7.01	0.6	0.00122	0.0489	TMBIM6	0
chr16	30006520	30007815	1296	*	6.43	6.72	6.06	0.66	0.00122	0.0489	HIRIP3; INO80E	0
chr2	231074175	231074457	283	*	3.65	2.9	4.14	-1.24	0.00122	0.049	SP110; SP140	0
chr7	37487895	37488941	1047	*	7.09	7.31	6.83	0.49	0.00122	0.049	ELMO1	0
chr17	5389209	5390331	1123	*	6.81	7.11	6.42	0.69	0.00123	0.049	DERL2; MIS12	0
chr6	17418492	17419402	911	*	4.76	4.3	5.11	-0.81	0.00123	0.049	CAP2	0
chr21	38444807	38446245	1439	*	7.48	7.79	7.07	0.73	0.00123	0.049	PIGP; TTC3	0
chrY	58862615	58862829	215	*	4.42	4.79	3.94	0.85	0.00123	0.049	CTBP2P1	138561
chr5	172199226	172199739	514	*	6.32	6.54	6.06	0.48	0.00123	0.049	RP11-779O18.3	0
chr10	11021007	11021289	283	*	2.69	1.63	3.29	-1.66	0.00123	0.049	RP1-251M9.2	8228
chr8	94752483	94753684	1202	*	8.1	8.32	7.85	0.47	0.00123	0.0491	RBM12B; RBM12B-AS1; RP11-10N23.5	0
chr11	130565621	130565911	291	*	2.56	1.42	3.19	-1.77	0.00123	0.0492	C11orf44	0
chr1	151881635	151882490	856	*	6.99	7.24	6.68	0.56	0.00124	0.0492	THEM4	0
chr17	79818063	79819269	1207	*	8.02	8.32	7.63	0.69	0.00124	0.0493	P4HB	0
chr10	13310824	13311229	406	*	3.15	2.11	3.75	-1.64	0.00124	0.0493	PHYH	8566
chr6	45649514	45650130	617	*	7.1	7.32	6.84	0.49	0.00124	0.0493	RUNX2	17428
chr12	81157690	81157962	273	*	3.08	2.14	3.65	-1.51	0.00124	0.0493	RP11-540D4.3	0
chr22	38794666	38795329	664	*	5.26	5.69	4.65	1.05	0.00124	0.0493	RP3-449O17.1	0
chr19	44172369	44173385	1017	*	7.73	8.07	7.29	0.78	0.00124	0.0493	PLAUR	0
chr9	36400270	36401410	1141	*	7.34	7.72	6.82	0.91	0.00124	0.0493	RNF38	0
chr14	90420783	90421431	649	*	7.12	7.36	6.84	0.52	0.00124	0.0493	RP11-33N16.3; EFCAB11; TDP1	0
chr1	221135295	221135748	454	*	5.57	5.87	5.19	0.68	0.00124	0.0493	HLX	76894
chr11	14457236	14457651	416	*	4.81	4.35	5.16	-0.82	0.00124	0.0493	RP11-140L24.3	4681
chr1	156024337	156025041	705	*	6.16	6.42	5.85	0.57	0.00125	0.0493	LAMTOR2	0
chr19	3505740	3506614	875	*	6.81	7.15	6.36	0.79	0.00125	0.0493	FZR1	0
chrX	9484012	9484482	471	*	3.47	2.74	3.95	-1.2	0.00125	0.0493	TBL1X	0
chr1	89458034	89459009	976	*	7.8	8.02	7.54	0.48	0.00125	0.0493	CCBL2; RBMXL1	0
chr17	41444887	41445539	653	*	5.05	5.43	4.54	0.9	0.00125	0.0493	LINC00910	1673
chr12	30671594	30672137	544	*	4.93	4.48	5.27	-0.79	0.00125	0.0493	RP11-776A13.2	26359
chr11	63705954	63706752	799	*	6.77	7.07	6.4	0.68	0.00125	0.0493	NAA40	0
chr2	40574186	40574512	327	*	2.74	1.58	3.37	-1.79	0.00125	0.0493	SLC8A1	0
chr6	39329540	39330274	735	*	5.96	6.22	5.65	0.57	0.00125	0.0493	KIF6	0
chrX	71351272	71352213	942	*	6.07	6.32	5.76	0.56	0.00125	0.0494	NHSL2; RGAG4; RP11-262D11.1	0
chrX	57004610	57004921	312	*	2.56	1.41	3.19	-1.78	0.00125	0.0494	SPIN3	0
chr6	55326924	55327333	410	*	5.57	5.22	5.85	-0.63	0.00125	0.0494	HMGCLL1	0
chr13	50655505	50656973	1469	*	7.01	7.35	6.57	0.78	0.00125	0.0494	DLEU2; DLEU1	0
chr3	62651400	62651996	597	*	5.28	5.63	4.83	0.8	0.00126	0.0495	CADPS	0
chr10	27149114	27150342	1229	*	7.78	8.03	7.47	0.57	0.00126	0.0495	ABI1	0
chr17	25659627	25660447	821	*	6.77	6.98	6.53	0.45	0.00126	0.0495	RP11-173M1.4	0
chr14	46279776	46280025	250	*	2.59	1.51	3.2	-1.7	0.00126	0.0496	AL158111.1	5320
chr2	7551908	7552147	240	*	2.43	1.11	3.11	-2.01	0.00126	0.0496	AC013460.1	9244
chr19	1855120	1855785	666	*	6.2	6.58	5.68	0.9	0.00126	0.0496	KLF16	0
chr1	203619404	203619998	595	*	4.84	5.19	4.36	0.83	0.00127	0.0497	ATP2B4	0
chr18	22878884	22879261	378	*	4.28	4.67	3.74	0.94	0.00127	0.0497	ZNF521	0
chr9	93063546	93063997	452	*	3.76	4.24	3.05	1.19	0.00127	0.0497	RP11-389K14.3	0
chr4	87369958	87370423	466	*	4.71	4.19	5.09	-0.9	0.00127	0.0497	MAPK10	0
chr12	6579317	6580481	1165	*	7.19	7.47	6.86	0.61	0.00127	0.0498	VAMP1	0
chr15	93346941	93347673	733	*	7.22	7.39	7.03	0.36	0.00127	0.0498	FAM174B	0
chr22	21996135	21996835	701	*	6.35	6.64	5.99	0.65	0.00128	0.0499	SDF2L1	0
chr5	104446513	104447302	790	*	5.55	5.16	5.85	-0.69	0.00128	0.0499	RP11-6N13.1; CTD-2374C24.1	0
chr8	112030995	112031380	386	*	3.95	3.29	4.41	-1.12	0.00128	0.0499	RP11-946L20.2	0
chr19	11456867	11457489	623	*	5.98	6.26	5.62	0.63	0.00128	0.0499	RAB3D; TMEM205; CCDC159	0
chr11	57192166	57193077	912	*	7.31	7.5	7.09	0.41	0.00128	0.0499	SLC43A3	0
chr3	169710346	169710957	612	*	4.49	3.95	4.88	-0.93	0.00128	0.05	SEC62	0
chr3	191759972	191760277	306	*	3.53	2.71	4.04	-1.34	0.00128	0.05	RP11-655G22.1	5626
